"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","G01Q03","G02Q02","G03Q03","G03Q04","G03Q05","G03Q06","G05Q08","G04Q07","G05Q09","G06Q21","G06Q21[other]","G05Q10","G05Q10Copy","G05Q11","G05Q23","Systemabhaengigkeit","GruppeA","Gruppe2","G07Q19","G07Q16","G07Q17","G07Q18","G08Q27","G12Q25[SQ001]","G12Q25[SQ002]","G12Q25[SQ003]","G11Q41","G12Q42","G13Q27","interviewtime","groupTime23621","G01Q03Time","groupTime23623","G02Q02Time","groupTime23624","G03Q03Time","G03Q04Time","G03Q05Time","G03Q06Time","groupTime23790","G05Q08Time","groupTime23625","G04Q07Time","G05Q09Time","G06Q21Time","G05Q10Time","G05Q10CopyTime","G05Q11Time","G05Q23Time","groupTime24060","SystemabhaengigkeitTime","GruppeATime","Gruppe2Time","groupTime24213","G07Q19Time","groupTime24198","G07Q16Time","G07Q17Time","G07Q18Time","G08Q27Time","groupTime24880","G12Q25Time","groupTime24867","G11Q41Time","groupTime24281","G12Q42Time","groupTime24282","G13Q27Time"
"103","2026-03-28 16:11:43","12","de","1986785934","2026-03-28 16:02:12","2026-03-28 16:11:43","","","22","Ja","Ja","Nein",,"Nein","Weiblich","Gymnasium/Maturität","","Zug (ZG)","Zug (ZG)","2 - Links","20","2",,"","","Keine der oben genannten","BAG interne Wissenschaftler:innen, darunter eine Coautorin des Berichts","2038","2058","5","4","5","Je mehr man vom Gesundheitswesen abhängig ist, desto genauer liest man den Text.","","","624.98","6.39",,"11.28",,"16.77",,,,,,,"40.81",,,,,,,,"123.01",,,,"190.59",,"41.55",,,,,"21.62",,"39.13",,"29.16",,"104.67",
"104",,"5","de","2102496443","2026-03-28 16:12:06","2026-03-28 16:13:17","","","20","Ja","Ja","Nein",,"Nein","Weiblich","Gymnasium/Maturität","","Zürich (ZH)","Zürich (ZH)","2 - Links","20","1",,,,,,,,"","","",,,,"72.79","4.79",,"7.55",,"15.07",,,,,,,"45.38",,,,,,,,,,,,,,,,,,,,,,,,,,
"105","2026-03-28 16:36:19","12","de","2122317745","2026-03-28 16:25:23","2026-03-28 16:36:19","","","21","Ja","Ja","Nein",,"Nein","Weiblich","Gymnasium/Maturität","","Aargau (AG)","Aargau (AG)","Keine Angabe","30","2",,"","","1/3","BAG interne Wissenschaftler:innen, darunter eine Coautorin des Berichts","2038","2058","5","6","5","Aufmerksamkeit testen. Genauigkeit im lesen.","","","744.75","7.39",,"12.11",,"13.33",,,,,,,"52.67",,,,,,,,"156.15",,,,"185.57",,"59.66",,,,,"28.78",,"24.94",,"30.14",,"174.01",
"106",,"11","de","482763478","2026-03-28 16:45:07","2026-03-28 16:55:28","","","25","Ja","Ja","Nein",,"Nein","Weiblich","Bachelorabschluss (Universität/ETH)","","Luzern (LU)","Luzern (LU)","3 - Eher links","4","2",,"","","1/3","BAG interne Wissenschaftler:innen, darunter eine Coautorin des Berichts","2058","2038","5","5","5","Wie Texte verarbeitet werden","",,"623.78","23.62",,"9.58",,"14.67",,,,,,,"43.87",,,,,,,,"125.68",,,,"221.77",,"68.14",,,,,"27.13",,"25.71",,"63.61",,,
"107","2026-03-28 17:03:59","12","de","223009005","2026-03-28 16:52:23","2026-03-28 17:03:59","","","21","Ja","Ja","Nein",,"Nein","Weiblich","Gymnasium/Maturität","","Zürich (ZH)","Zürich (ZH)","3 - Eher links","1","1","",,"","1/2","BAG interne Wissenschaftler:innen, darunter eine Coautorin des Berichts","2038","2058","3","4","5","Wie gut ich verschiedene texte aufnehmen kann","","","695.49","2.79",,"7.17",,"16.88",,,,,,,"84.98",,,,,,,,"142.93",,,,"256.4",,"52.57",,,,,"28.07",,"26.98",,"42.68",,"34.04",
"108","2026-03-28 17:14:20","12","de","1668802997","2026-03-28 17:02:23","2026-03-28 17:14:20","","","25","Ja","Ja","Nein",,"Nein","Weiblich","Bachelorabschluss (Universität/ETH)","","Luzern (LU)","Luzern (LU)","3 - Eher links","6","1","",,"","1/4","BAG interne Wissenschaftler:innen, darunter eine Coautorin des Berichts","2058","2038","3","3","5","Welche Informationen aus einem Text man eher erinnern und abrufen kann. 
Gibt es Unterschiede zwischen dem erstgelesenen und zweitgelesenen Text. ","","","790.53","37.84",,"20.24",,"19.48",,,,,,,"60.06",,,,,,,,"129.62",,,,"194.6",,"59.3",,,,,"40.17",,"49.01",,"38.4",,"141.81",
"109","2026-03-28 17:25:43","12","de","1109858905","2026-03-28 17:13:11","2026-03-28 17:25:43","","","20","Ja","Ja","Nein",,"Nein","Weiblich","Gymnasium/Maturität","","Zürich (ZH)","Luzern (LU)","2 - Links","15","1","",,"","2/5","Journalist für Keystone-SDA","2038","2034","6","4","5","Zu analysieren, wie viel sich Menschen merken können mit zwei Texten, die man kurz aufeinander lesen muss sowie ob der Text unsere Meinung beeinflusst.","","","904.82","3.25",,"4.22",,"17.94",,,,,,,"70.8",,,,,,,,"124.13",,,,"183.76",,"84.75",,,,,"31.18",,"52.78",,"31.6",,"300.41",
"110","2026-03-28 17:30:48","12","de","175126202","2026-03-28 17:15:39","2026-03-28 17:30:48","","","18","Ja","Ja","Nein",,"Nein","Männlich","Gymnasium/Maturität","","Zürich (ZH)","Zürich (ZH)","2 - Links","10","1","",,"","Keine der oben genannten","Kritiker Patrick Mäder, Forscher am unabhängigen Wirtschaftsinstitut NJL","2038","2058","2","2","5","Erinnerung ","","","911.38","3.37",,"2.9",,"29.09",,,,,,,"97.31",,,,,,,,"172.44",,,,"361.6",,"66.18",,,,,"61.29",,"53.96",,"45.75",,"17.49",
"111",,"5","de","997201301","2026-03-28 17:38:45","2026-03-28 17:43:23","","","21","Ja","Ja","Nein",,"Nein","Weiblich","Gymnasium/Maturität","","Luzern (LU)","Luzern (LU)","3 - Eher links","20","2",,,,,,,,"","","",,,,"279.37","22.59",,"21.35",,"21.91",,,,,,,"213.52",,,,,,,,,,,,,,,,,,,,,,,,,,
"112",,"5","de","1635027420","2026-03-28 17:43:55","2026-03-28 17:46:40","","","21","Ja","Ja","Nein",,"Nein","Weiblich","Gymnasium/Maturität","","Luzern (LU)","Nidwalden (NW)","2 - Links","10","2",,,,,,,,"","","",,,,"164.97","74.23",,"9",,"12.64",,,,,,,"69.1",,,,,,,,,,,,,,,,,,,,,,,,,,
"113",,,"de","569857505","2026-03-28 17:53:55","2026-03-28 17:53:55",,,,"N. v.","N. v.","N. v.",,"N. v.",,,,,,,,,,,,,,,,"","","",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"114",,"5","de","823043552","2026-03-28 18:00:28","2026-03-28 18:04:48","","","21","Ja","Ja","Nein",,"Ja","Weiblich","Gymnasium/Maturität","","Tessin / Ticino (TI)","Tessin / Ticino (TI)","3 - Eher links","21","1",,,,,,,,"","","",,,,"259.89","3.72",,"3.77",,"22.26",,,,,,,"230.14",,,,,,,,,,,,,,,,,,,,,,,,,,
"115","2026-03-28 18:23:55","12","de","670528660","2026-03-28 18:13:33","2026-03-28 18:23:55","","","20","Ja","Ja","Nein",,"Nein","Weiblich","Gymnasium/Maturität","","Zürich (ZH)","Zürich (ZH)","4 - Mitte","10","1","",,"","1/3","Kritiker Patrick Mäder, Forscher am unabhängigen Wirtschaftsinstitut NJL","2038","2058","4","5","5","Herauszufinden wie genau wir artikel lesen aber auch wie uns alltagsthemen beinflussen","","","584.26","2.06",,"2.51",,"10.83",,,,,,,"23.46",,,,,,,,"117.07",,,,"236.14",,"30",,,,,"35.98",,"50.39",,"64.13",,"11.69",
"116",,"7","de","559912916","2026-03-28 19:21:21","2026-03-28 19:28:39","","","20","Ja","Ja","Nein",,"Nein","Weiblich","Gymnasium/Maturität","","Zürich (ZH)","Luzern (LU)","2 - Links","20","1","",,"",,,,,"","","",,,,"438.14","4.98",,"3.39",,"16.29",,,,,,,"79.46",,,,,,,,"138.85",,,,"195.17",,,,,,,,,,,,,,
"117","2026-03-28 20:49:32","12","de","1539282646","2026-03-28 20:33:04","2026-03-28 20:49:32","","","21","Ja","Ja","Nein",,"Nein","Weiblich","Gymnasium/Maturität","","Luzern (LU)","Keine Angabe","2 - Links","1","1","",,"","3/5","BAG interne Wissenschaftler:innen, darunter eine Coautorin des Berichts","2038","2058","3","3","5","Verhältnis zwischen Lesezeit und Anzahl korrekter Antworten","","","1064.56","4.11",,"28.89",,"17.14",,,,,,,"63.2",,,,,,,,"252.98",,,,"344.89",,"42.87",,,,,"37.55",,"49.81",,"72.42",,"150.7",
"118","2026-03-28 20:46:39","12","de","761794828","2026-03-28 20:34:30","2026-03-28 20:46:39","","","25","Ja","Ja","Nein",,"Ja","Weiblich","Gymnasium/Maturität","","Zürich (ZH)","Zürich (ZH)","2 - Links","17","2",,"","","3/5","Kritiker Patrick Mäder, Forscher am unabhängigen Wirtschaftsinstitut NJL","2038","2058","5","6","5","Testen, wie genau und aufmerksam Teilnehmende Text lesen","","","835.23","33.69",,"8.14",,"15.36",,,,,,,"94.52",,,,,,,,"125.49",,,,"182.83",,"40.5",,,,,"26.2",,"24.94",,"77.72",,"205.84",
"119",,,"de","743690712","2026-03-28 20:42:01","2026-03-28 20:42:01",,,,"N. v.","N. v.","N. v.",,"N. v.",,,,,,,,,,,,,,,,"","","",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"120",,"9","de","994750484","2026-03-28 22:09:31","2026-03-28 22:24:59","","","20","Ja","Ja","Nein",,"Nein","Weiblich","Gymnasium/Maturität","","Luzern (LU)","Luzern (LU)","4 - Mitte","5","1","",,"","3/5","Professor für Datenanalyse","2038","2058","3","4","5","",,,"931.2","46.15",,"27.45",,"23.33",,,,,,,"100.17",,,,,,,,"135.48",,,,"184.38",,"265.78",,,,,"112.49",,"35.97",,,,,
"121","2026-03-28 23:24:44","12","de","1129550262","2026-03-28 23:10:11","2026-03-28 23:24:44","","","19","Ja","Ja","Nein",,"Nein","Männlich","Gymnasium/Maturität","","Obwalden (OW)","Bern (BE)","1 - Sehr links","3","2",,"","","3/5","BAG interne Wissenschaftler:innen, darunter eine Coautorin des Berichts","2058","2038","7 (stimme voll und ganz zu)","6","5","Was mit Aufmerksamkeit(?)","","","702.31","41.64",,"26.33",,"28.24",,,,,,,"63.78",,,,,,,,"143.22",,,,"245.37",,"34.18",,,,,"20.96",,"26.64",,"63.31",,"8.64",
"122","2026-03-29 10:14:43","12","de","128885385","2026-03-29 10:05:01","2026-03-29 10:14:43","","","21","Ja","Ja","Nein",,"Nein","Weiblich","Berufsmaturität","","Luzern (LU)","Luzern (LU)","3 - Eher links","0","1","",,"","2/5","BAG interne Wissenschaftler:innen, darunter eine Coautorin des Berichts","2038","2058","6","4","5","Aufmerksamkeit und Verständnis ","","","630.09","22.47",,"22.28",,"12.56",,,,,,,"59.77",,,,,,,,"130.4",,,,"190.65",,"37.98",,,,,"20.5",,"18.89",,"21.74",,"92.85",
"123",,,"de","196948633","2026-03-29 11:25:06","2026-03-29 11:25:06",,,,"N. v.","N. v.","N. v.",,"N. v.",,,,,,,,,,,,,,,,"","","",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"124","2026-03-29 12:21:03","12","de","1584351170","2026-03-29 11:49:54","2026-03-29 12:21:03","","","21","Ja","Ja","Nein",,"Nein","Weiblich","Gymnasium/Maturität","","Zürich (ZH)","Zürich (ZH)","4 - Mitte","4","1","",,"","1/3","BAG interne Wissenschaftler:innen, darunter eine Coautorin des Berichts","2038","2058","4","4","5","Vielleicht wie stark Menschen den politischen Einfluss auf ihr persönliches Leben wahrnehmen und ob sich die Wahrnehmung verändert, sobald konkrete gesellschaftliche Themen genannt werden.  ","","","1872.23","45.78",,"20.23",,"17.97",,,,,,,"112.13",,,,,,,,"180.71",,,,"352.92",,"193.17",,,,,"351.62",,"348.78",,"156.88",,"92.04",
"125",,"11","de","1905590953","2026-03-29 12:10:42","2026-03-29 12:30:54","","","43","Ja","Ja","Nein",,"Nein","Weiblich","Masterabschluss (Universität/ETH)","","Zürich (ZH)","Zürich (ZH)","2 - Links","10","1","",,"","3/5","Journalist für Keystone-SDA","2058","2038","1 (stimme überhaupt nicht zu)","1 (stimme überhaupt nicht zu)","5","Wie Einstellung und Motivation zusammengehören?","",,"1837.78","4.34",,"4.98",,"15.96",,,,,,,"65.71",,,,,,,,"1248.09",,,,"322.6",,"75.91",,,,,"26.58",,"62.29",,"11.32",,,
"126","2026-03-29 12:53:58","12","de","538743017","2026-03-29 12:37:34","2026-03-29 12:53:58","","","55","Ja","Ja","Nein",,"Nein","Männlich","Masterabschluss (Universität/ETH)","","St. Gallen (SG)","St. Gallen (SG)","2 - Links","4","2",,"","","3/5","BAG interne Wissenschaftler:innen, darunter eine Coautorin des Berichts","2038","2058","6","5","5","Qualität des Kurzzeitgedächtnisses / Aufnahmefähigkeit beim Lesen eines Textes ","","","936.59","4.49",,"39.07",,"29.76",,,,,,,"130.77",,,,,,,,"124.85",,,,"186.35",,"49.33",,,,,"80.06",,"132.74",,"135.34",,"23.83",
"127",,"11","de","203596663","2026-03-29 12:43:15","2026-03-29 13:02:03","","","24","Ja","Ja","Nein",,"Nein","Weiblich","Gymnasium/Maturität","","Aargau (AG)","Aargau (AG)","2 - Links","60","1","",,"","1/3","BAG interne Wissenschaftler:innen, darunter eine Coautorin des Berichts","2058","2038","4","5","5","Ob Leute die mehr von Gesundheitssystem abhängig sind, sich eher die wahrheit « schönbiegen » mit dem Fachkräftemangel","",,"607.71","3.76",,"5.26",,"22.52",,,,,,,"61.41",,,,,,,,"135.1",,,,"189.95",,"59.73",,,,,"35.56",,"76.85",,"17.57",,,
"128","2026-03-29 13:16:57","12","de","1507050194","2026-03-29 12:59:12","2026-03-29 13:16:57","","","23","Ja","Ja","Nein",,"Ja","Weiblich","Bachelorabschluss (Universität/ETH)","","Bern (BE)","St. Gallen (SG)","2 - Links","365","2",,"","","3/5","BAG interne Wissenschaftler:innen, darunter eine Coautorin des Berichts","2038","2058","4","5","5","Genaues Lesen, Konzentrationsvermögen","","","1065.89","17.92",,"31.23",,"21.71",,,,,,,"164.31",,,,,,,,"238",,,,"318.27",,"53.97",,,,,"69.02",,"30.09",,"109.78",,"11.59",
"129","2026-03-29 13:51:12","12","de","991144096","2026-03-29 13:42:49","2026-03-29 13:51:12","","","21","Ja","Ja","Nein",,"Nein","Männlich","Gymnasium/Maturität","","Zürich (ZH)","Zürich (ZH)","2 - Links","3","1","",,"","3/4","Keine der oben genannten","2038","2058","2","5","5","Aufmerksamkeit","","","505.04","5.39",,"3.39",,"11.28",,,,,,,"38.88",,,,,,,,"131.88",,,,"193.96",,"46.75",,,,,"19.31",,"7.41",,"35.4",,"11.39",
"130","2026-03-29 15:13:49","12","de","2056063231","2026-03-29 14:54:43","2026-03-29 15:13:49","","","21","Ja","Ja","Nein",,"Ja","Männlich","Gymnasium/Maturität","","Zürich (ZH)","Zürich (ZH)","4 - Mitte","20","2",,"","","Keine der oben genannten","BAG interne Wissenschaftler:innen, darunter eine Coautorin des Berichts","2038","2058","6","2","5","Wie gut man sich Namen und Zahlen (Daten, Statistiken, etc..) merkt wenn man einen Text liest. ","","","1147.8","2.89",,"13.06",,"21.92",,,,,,,"96.83",,,,,,,,"233.45",,,,"278.73",,"89.56",,,,,"40.65",,"242.24",,"123.93",,"4.54",
"131",,"1","de","207815696","2026-03-29 15:28:33","2026-03-29 15:28:42","",,,"N. v.","N. v.","N. v.",,"N. v.",,,,,,,,,,,,,,,,"","","",,,,"8.62","8.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"132","2026-03-29 15:52:43","12","de","1975602521","2026-03-29 15:38:09","2026-03-29 15:52:43","","","21","Ja","Ja","Nein",,"Nein","Weiblich","Gymnasium/Maturität","","Luzern (LU)","Luzern (LU)","2 - Links","15","2",,"","","1/3","Journalist für Keystone-SDA","2038","2058","6","5","5","meine aufmerksamkeit und antwortefähigkeit für fragen zu einem komplexen text zu testen","","","878.89","91.42",,"21.69",,"21.2",,,,,,,"90.43",,,,,,,,"181.19",,,,"268.1",,"67.56",,,,,"36.73",,"41.07",,"54.58",,"4.92",
"133",,"2","de","1011941307","2026-03-29 16:07:28","2026-03-29 16:07:34","","",,"N. v.","N. v.","N. v.",,"N. v.",,,,,,,,,,,,,,,,"","","",,,,"5.73","2.93",,"2.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"134","2026-03-29 16:59:35","12","de","676673487","2026-03-29 16:41:16","2026-03-29 16:59:35","","","21","Ja","Ja","Nein",,"Nein","Männlich","Gymnasium/Maturität","","Zürich (ZH)","Zürich (ZH)","3 - Eher links","6","1","",,"","1/3","Kritiker Patrick Mäder, Forscher am unabhängigen Wirtschaftsinstitut NJL","2028","2058","3","6","5","Druck aus zu üben auf die BAG","","","1021.77","57.76",,"39.57",,"19.11",,,,,,,"101.13",,,,,,,,"184.73",,,,"323.96",,"87.31",,,,,"43.8",,"50",,"107.18",,"7.22",
"135",,"1","de","1976731199","2026-03-29 16:41:19","2026-03-29 16:41:23","",,,"N. v.","N. v.","N. v.",,"N. v.",,,,,,,,,,,,,,,,"","","",,,,"4.36","4.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"136","2026-03-29 16:59:02","12","de","1257778061","2026-03-29 16:41:47","2026-03-29 16:59:02","","","18","Ja","Ja","Nein",,"Nein","Weiblich","Gymnasium/Maturität","","Luzern (LU)","Luzern (LU)","4 - Mitte","2","2",,"","","3/4","Kritiker Patrick Mäder, Forscher am unabhängigen Wirtschaftsinstitut NJL","2038","2053","5","5","5","evtl. wie sich die Genauigkeit des Lesens auf die Meinung auswirklt","","","1153.22","16.42",,"7.3",,"23.39",,,,,,,"109.97",,,,,,,,"163.52",,,,"301.68",,"136.41",,,,,"25.9",,"50.17",,"86.73",,"231.73",
"137",,"11","de","1062121425","2026-03-29 17:22:47","2026-03-29 17:35:44","","","20","Ja","Ja","Nein",,"Nein","Weiblich","Gymnasium/Maturität","","Luzern (LU)","Luzern (LU)","5 - Eher rechts","1","2",,"","","3/5","BAG interne Wissenschaftler:innen, darunter eine Coautorin des Berichts","2038","2058","6","1 (stimme überhaupt nicht zu)","5","evtl. die Aufmerksamkeit zu prüfen, oder Vergleichbzwischen ausgeschriebenen Zahlen und Ziffern","",,"848.43","71.17",,"9.67",,"19.22",,,,,,,"140.84",,,,,,,,"124.38",,,,"240.49",,"72.39",,,,,"49.1",,"47.61",,"73.56",,,
"138",,,"de","344529718","2026-03-29 17:49:53","2026-03-29 17:49:53",,,,"N. v.","N. v.","N. v.",,"N. v.",,,,,,,,,,,,,,,,"","","",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139","2026-03-29 20:08:02","12","de","766614449","2026-03-29 19:55:35","2026-03-29 20:08:02","","","20","Ja","Ja","Nein",,"Nein","Weiblich","Gymnasium/Maturität","","Zürich (ZH)","Zürich (ZH)","3 - Eher links","10","2",,"","","3/5","BAG interne Wissenschaftler:innen, darunter eine Coautorin des Berichts","2038","2058","5","5","5","Beeinflussung von Texten auf unsere Vorstellungen, wie sehr wir von den Entscheidungen unserer Regierung beeinflusst werden können.","","","814.6","4.02",,"6.65",,"16.84",,,,,,,"102.83",,,,,,,,"123.49",,,,"228.36",,"55.95",,,,,"19.23",,"64.61",,"64.69",,"127.93",
"140",,"11","de","544347788","2026-03-29 20:43:29","2026-03-29 20:59:43","","","22","Ja","Ja","Nein",,"Nein","Weiblich","Gymnasium/Maturität","","St. Gallen (SG)","St. Gallen (SG)","3 - Eher links","9","2",,"","","Keine der oben genannten","BAG interne Wissenschaftler:innen, darunter eine Coautorin des Berichts","2038","2058","6","5","5","Den Einfluss von Aufmerksamkeit auf das Textverständnis zu untersuchen? ","",,"976.13","63.99",,"24.85",,"14.49",,,,,,,"157.09",,,,,,,,"126.5",,,,"263.82",,"78.55",,,,,"48.27",,"44.79",,"153.78",,,
"141","2026-03-29 21:19:41","12","de","474259474","2026-03-29 20:49:53","2026-03-29 21:19:41","","","21","Ja","Ja","Nein",,"Nein","Männlich","Gymnasium/Maturität","","Zürich (ZH)","Zürich (ZH)","1 - Sehr links","3","2",,"","","1/3","BAG interne Wissenschaftler:innen, darunter eine Coautorin des Berichts","2038","2058","5","7 (stimme voll und ganz zu)","5","-","","","1791.92","10.11",,"11.06",,"14.78",,,,,,,"35.63",,,,,,,,"162.91",,,,"374.47",,"29.37",,,,,"17.44",,"12.3",,"110.5",,"1013.35",
"142","2026-03-29 21:03:50","12","de","1351377951","2026-03-29 20:53:14","2026-03-29 21:03:50","","","19","Ja","Ja","Nein",,"Nein","Weiblich","Gymnasium/Maturität","","Zürich (ZH)","Zürich (ZH)","2 - Links","3","1","",,"","Keine der oben genannten","Kritiker Patrick Mäder, Forscher am unabhängigen Wirtschaftsinstitut NJL","2038","2058","1 (stimme überhaupt nicht zu)","1 (stimme überhaupt nicht zu)","5","aufmerksamkeitsspane","","","638.17","51.6",,"5.74",,"15.46",,,,,,,"53.92",,,,,,,,"130.96",,,,"221.8",,"46.36",,,,,"25.42",,"24.54",,"57.55",,"4.82",
"143",,"11","de","1304940063","2026-03-29 22:30:49","2026-03-29 23:02:08","","","24","Ja","Ja","Nein",,"Nein","Männlich","Gymnasium/Maturität","","Zürich (ZH)","Thurgau (TG)","2 - Links","6","1","",,"","1/2","BAG interne Wissenschaftler:innen, darunter eine Coautorin des Berichts","2058","2038","3","2","5","Lesegenauigkeit bei Zeitlimite","",,"1881.27","10.67",,"9.13",,"17.86",,,,,,,"56.41",,,,,,,,"162.56",,,,"275.24",,"1274.33",,,,,"33.96",,"24.04",,"17.07",,,
"144",,"1","de","1581198720","2026-03-29 22:35:11","2026-03-29 22:36:53","",,,"N. v.","N. v.","N. v.",,"N. v.",,,,,,,,,,,,,,,,"","","",,,,"97.77","97.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"145",,"11","de","1287276406","2026-03-30 07:16:04","2026-03-30 07:30:34","","","20","Ja","Ja","Nein",,"Nein","Weiblich","Gymnasium/Maturität","","Aargau (AG)","Solothurn (SO)","1 - Sehr links","6","2",,"","","Keine der oben genannten","BAG interne Wissenschaftler:innen, darunter eine Coautorin des Berichts","2038","2058","6","6","5","Aufmerksames Lesen und Verstehen von politischen Texten, die einen Effekt auf uns als Bevölkerung haben.","",,"871.63","6.07",,"5.22",,"17.03",,,,,,,"87.72",,,,,,,,"175.57",,,,"321.79",,"81.03",,,,,"34.08",,"107.9",,"35.22",,,
"146","2026-03-30 08:57:33","12","de","1355595766","2026-03-30 08:41:22","2026-03-30 08:57:33","","","21","Ja","Ja","Nein",,"Nein","Männlich","Berufsmaturität","","Zürich (ZH)","Zürich (ZH)","5 - Eher rechts","0","2",,"","","3/5","BAG interne Wissenschaftler:innen, darunter eine Coautorin des Berichts","2058","2038","4","3","5","Die Aufmerksamkeit der Leser zu analysieren","","","975.18","19.8",,"11.67",,"16.52",,,,,,,"102.63",,,,,,,,"126.63",,,,"452.56",,"39.81",,,,,"40.72",,"43.08",,"85.53",,"36.23",
"147","2026-03-30 09:38:38","12","de","1404180591","2026-03-30 09:22:02","2026-03-30 09:38:38","","","19","Ja","Ja","Nein",,"Nein","Weiblich","Gymnasium/Maturität","","St. Gallen (SG)","St. Gallen (SG)","2 - Links","1","2",,"","","1/4","BAG interne Wissenschaftler:innen, darunter eine Coautorin des Berichts","2038","2058","5","4","5","-","","","999.43","53.58",,"65.89",,"16.99",,,,,,,"61.94",,,,,,,,"139.46",,,,"341.2",,"72.73",,,,,"25.91",,"158.75",,"54.12",,"8.86",
"148",,"11","de","1052679408","2026-03-30 09:43:04","2026-03-30 09:57:07","","","40","Ja","Ja","Nein",,"Nein","Weiblich","Masterabschluss (Universität/ETH)","","Luzern (LU)","Luzern (LU)","4 - Mitte","1","2",,"","","3/5","BAG interne Wissenschaftler:innen, darunter eine Coautorin des Berichts","2058","2038","6","5","5","Ich habe es nicht ganz verstanden/mir gemerkt, weil das Ziel der Studie in meiner Erinnerung nicht im Zentrum des Artikels stand, sondern der Fehler der Jahreszahl. Grob erinnert geht es wohl in die Richtung der Versorungssicherheit der Schweizer Bevölkerung","",,"845.11","53.18",,"24.97",,"22.17",,,,,,,"55.91",,,,,,,,"138.63",,,,"270.94",,"45.86",,,,,"45.54",,"79.77",,"108.14",,,
"149",,,"de","785834322","2026-03-30 11:33:41","2026-03-30 11:33:41",,,,"N. v.","N. v.","N. v.",,"N. v.",,,,,,,,,,,,,,,,"","","",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"150",,"1","de","1016390371","2026-03-30 12:32:14","2026-03-30 12:32:18","",,,"N. v.","N. v.","N. v.",,"N. v.",,,,,,,,,,,,,,,,"","","",,,,"4.03","4.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
